Module,QuestionNo,Question,Correct Answer,Option A,Option B,Option C
11,1,Lift depends on:,B,forward speed and torque,forward speed and wing area,torque and wing area
11,2,"When aircraft is able to recover to its original steady flight, it is assumed to have:",B,negative stability,positive stability,neutral stability
11,3,"When an aircraft goes to an entirely different attitude, it is assumed to have:",A,negative stability,positive stability,neutral stability
11,4,Choose correct statement.,C,There is no relation between Dynamic and Static Stability,Dynamic Stability is an essential pre-requisite for static stability.," Static Stability is an essential pre-_x000D_
11	1	5	Pitch displacement is done around…..		x	x									x		B	longitidunal axis	 lateral axis	vertical axis_x000D_
11	1	6	Roll displacement is done around……							x	x						A	longitidunal axis	lateral axis	vertical axis_x000D_
11	1	7	Yaw displacement is done around…..							x	x						C	longitidunal axis	lateral axis	 vertical axis_x000D_
11	1	8	When aircraft maintains the displaced attitude, it is assumed to have:							x	x						C	negative stability	positive stability	 neutral stability_x000D_
11	1	9	Roll displacement is done by		x	x									x		C	rudder	elevator	 aileron_x000D_
11	1	10	pitch displacement is done by		x	x									x		B	rudder	 elevator	aileron_x000D_
11	1	11	yaw displacement is done by							x	x						C	aileron	elevator	 rudder_x000D_
11	1	12	primary controls are:		x	x									x		A	 rudder, elevator, aileron	rudder, elevator, flaperon	elevator, aileron, ruddervator_x000D_
11	1	13	Which statement is incorrect?							x	x						C	x axis= longitidunal	y axis = lateral	z axis = longitidunal_x000D_
11	1	14	secondary controls are:							x	x						B	thrust increasing devices	 lift increasing devices	drag decreasing devices_x000D_
11	1	15	which one is the secondary control?							x	x						A	 flap	aileron	elevator_x000D_
11	1	16	which one is the primary control?							x	x						B	flap	 rudder	spoiler_x000D_
11	1	17	which one is the drag increasing device?							x	x						B	slat	spoile	balance tab_x000D_
11	1	18	which device is controlled seperately?		x	x									x		A	 trim tab	balance tab	servo tab_x000D_
11	1	19	which device decreases lift?		x	x									x		C	slat	slot	 spoiler_x000D_
11	1	20	the quality of aircraft response to pilot’s input is…..							x	x						A	 controllability	stability	maneuvrability_x000D_
11	1	21	the ability to be flown as hands-off position in steady flight							x	x						B	controllability	 stability	maneuvrability_x000D_
11	1	22	the ability to be flown without stressing the aircraft structure							x	x						C	controllability	stability	 maneuvrabilit_x000D_
11	1	23	which aircraft should have high degree of stability?							x	x						C	light aircraft	fighter aircraft	 transport aicraft_x000D_
11	1	24	which aircraft should have lesser stability, higher controllability?							x	x						B	light aircraft	 fighter aircraft	transport aicraft_x000D_
11	1	25	when center of gravity(CG) moves to the center of pressure (CP)………							x	x						B	stability increases, controllability decreases	 stability decreases, controllability"
11,26,Longitidunal control is done by,B,Rudder, Elevator,Aileron
11,27,Lateral control is done by,C,Rudder,Elevator, Aileron
11,28,Directional control is done by,A, Rudder,Elevator,Aileron
11,29,what does «coordinated turn» mean?,B,combined effects of rudder and elevator, combined effects of rudder and flap,combined effects of rudder and spoiler
11,30,what is the reason for adverse yaw on aileron?,A, down going aileron creates more drag,down going aileron creates less drag,up going aileron creates more drag
11,31,what does MSG stand for?,C,Main System Group,Mission Support Group, Maintenance Steering Group
11,32,Aircraft is formed from main assemblies. Which one is not considered as main assembly?,B,landing gear,fin,engine
11,33,Aircraft is formed by,B,production assemblies, design assemblies,subassemblies
11,34,Production Assembly is formed by,A, assemblies,design assemblies,ubassemblies
11,35,assembly is formed by,C,production assemblies,design assemblies, subassemblies
11,36,subassembly is formed by,C,production assemblies,design assemblies, single parts/auxillary assembly
11,37,What does Major Zone 100 mean?,C,left wing,right wing,lower part of fuselage
11,38,What does Major Zone 200 mean?,A,upper part of fuselage,left wing,right wing
11,39,What does Major Zone 500 mean?,A,left wing,right wing,lower part of fuselage
11,40,What does Major Zone 600 mean?,B,left wing,right wing,lower part of fuselage
11,41,how do we call vertical reference lines which are used to locate main assemblies?,C,Water Lines,Buttock Lines,Fuselage Station Lines
11,42,horizontal reference lines which are in parallel with longitidunal axis are called as,A,Water Lines,Buttock Lines,Boom Lines
11,43,vertical reference lines to lateral axis which are located on both sides of aircraft originated from x axis are called as,B,Water Lines,Buttock Lines,Boom Lines
11,44,a member subject to bending is known as,A,beam,tie,strut
11,45,a member subject to compression is known as,C,beam,tie,strut
11,46,a member subject to tension is known as,B,beam,tie,strut
11,47,which force causes combined stress?,A, bending,compression,tension
11,48,force per unit area is known as,C,strain,tension,stress
11,49,rate of change in length as per original length is known as,A,strain,tension,stress
11,50,the primary stress that pulls the body apart is,B,strain,tension,stress
11,51,which stress is defined as the primary stress?,A,compression,torsion,bending
11,52,the time function which is repeated periodically is….,B,fatique,cycle,safe life
11,53,maximum stress up to which a material can withstand an infinite number of cycles is called as,A,endurance limit,fail limit,fail safe
11,54,the structure will support designated loads with any single member failed is known as,C,endurance limit,fail limit,fail safe
11,55,Which definition is known as the failure of materials due to cyclic changes?,A,fatique,cycle,safe life
11,56,the components whose failure will result in loss of the aircraft.,B,fail safe components,safe life components,stress cycle components
11,57,a form of construction in which a number of members are joined to form a rigid structure,B,monocoque,truss,semi-monocoque
11,58,all of the loads are carried in the outside skin of ……………,A,monocoque,truss,semi-monocoque
11,59,"In which structure, additionally stringers and longerons are built and skins are riveted to them?",C,monocoque,truss,semi-monocoque
11,60,"on modern aircraft, wing skins are fastened to the airframes by using flush or countersunk rivets in order to ensure……",B,more rigid structure,smoother surface,easier maintenance
11,61,wings are installed with wing spars so that they carry……..,A,bending loads,shear loads,compression loads
11,62,modern passenger aircrafts are installed with,A,cantilever wing,high wing with brace,low wing with brace
11,63,light aircrafts are installed with…..,B,cantilever wing,high wing with brace,ow wing with brace
11,64,empennage consists of ……,C,vertical stabiliser,horizontal stabilizer,all of them
11,65,what is the reason for electrical bonding between all aircraft parts?,C,to perform static build-up,to increase resistance against lightning strike,to eliminate electrical potential difference
11,66,deburring is a manufactured process and is done to…….,A,remove sharp edges of holes,remove coating before assembly,perform surface treatment
11,67,cable tension is adjusted after installation by means of?,C,push-pull rods,pulleys,turnbuckles
11,68,purpose of sealing between faces of components are,B,to prevent loss of pressure,all of them,to provide leak tightness
11,69,choose correct statement,B,"solid rivets carries low shear loads, while blind rivets carries high shear loads","solid rivets carries high shear loads, while blind rivets carries low shear loads","solid rivets carries high tension loads, while blind rivets carries low compression loads"
11,70,which one is considered as mechanical methods of joining?,C,fusion welding,soldering,riveting
11,71,"during adhesive bonding, high strength joints is obtained by means of……",A,termosetting resins,thermoplasting resins,elastomeric resins
11,72,protective treatment of aluminium alloys consists of……,C,"alodising, anodising, media blasting","alodising, anodising, sand blasting","alodising, anodising, cladding"
11,73,aluminium alloys can be protected from corrosion by coating with pure aluminium which is known as…….,C,galvanising,anodising,cladding
11,74,process of applying an oxide film by an electrolytic process is known as ……,B,galvanising,anodising,alodising
11,75,protective treatment of ferrous material includes…..,A,"painting, plating, galvanising","painting, plating, anodising","cladding, plating, galvanising"
11,76,the better combination of primer and top coats used in modern airplanes are…..,B,"wash primer, synthetic enamel","epoxy primer, polyurethane","epoxy primer,synthetic enamel"
11,77,pot life is the time betwen mixing and the using time. What is the pot life for polyurethane?,A,6-8 hours,2-4 hours,12-14 hours
11,78,"for aircraft exterior cleaning, a mixture of water and emulsion cleaner is used. What is the ratio of them?",C,"0,043055556",1:8 or 1:10,1:5 or 1:3
11,524,What kind of seal is used on firewall bulkheads?.,B,None is required.,Fire-proof grommets.,Soft rubber.
11,525,he two stages in a good adhesive bond are.,B,wetting and gripping.,wetting and Setting.,spreading and setting.
11,526,"Prior to aluminium alloy bonding, we use.",A,acid etch.,alkaline etch.,solvent etch.
11,527,The purpose of a primer is to.,B,provide flexible surface for the top coat.,help bonding of the topcoat.,provide shiny surface for the topcoat.
11,528,Most large transport aircraft skins are.,C,7075.,5056.,2024
